Country,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Age,ConvertedCompYearly
Other,No bachelors,12,7,Front-end Developer,499.0,25.0,64859.0
Brazil,No bachelors,4,2,Front-end Developer,499.0,25.0,21996.0
Canada,No bachelors,25,18,Front-end Developer,99.0,35.0,84707.0
Brazil,Bachelors,14,13,Front-end Developer,99.0,35.0,21996.0
United States of America,Bachelors,9,5,Front-end Developer,499.0,25.0,90000.0
Sweden,Bachelors,38,22,Full-stack Developer,9999.0,45.0,50316.0
Switzerland,No bachelors,4,1,Engineering Manager,99.0,25.0,85380.0
India,Bachelors,20,8,Front-end Developer,499.0,25.0,41880.0
United States of America,Bachelors,4,9,Front-end Developer,499.0,18.0,404681.0
United States of America,Bachelors,9,3,Full-stack Developer,4999.0,25.0,44000.0
India,Bachelors,10,7,Front-end Developer,499.0,18.0,23460.0
Other,Bachelors,7,5,Other,499.0,25.0,16884.0
Other,No bachelors,6,0,Data Scientist or ML Engr.,19.0,18.0,25860.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,19,13,Front-end Developer,99.0,35.0,51704.0
United States of America,Bachelors,6,4,Front-end Developer,99.0,25.0,6150000.0
France,No bachelors,25,15,Full-stack Developer,4999.0,35.0,59454.0
Canada,No bachelors,22,18,Full-stack Developer,499.0,35.0,1270608.0
Canada,No bachelors,13,11,Full-stack Developer,99.0,25.0,57480.0
United States of America,No bachelors,7,5,Full-stack Developer,4999.0,25.0,114000.0
United States of America,No bachelors,8,6,Full-stack Developer,499.0,25.0,105000.0
Germany,No bachelors,18,7,Full-stack Developer,4999.0,25.0,97288.0
United States of America,Bachelors,15,3,Front-end Developer,499.0,18.0,102000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,5,5,SRE or Devops,9999.0,25.0,103408.0
Other,No bachelors,21,12,Front-end Developer,9999.0,25.0,48000.0
United States of America,Bachelors,25,21,Other,9999.0,35.0,180000.0
United States of America,No bachelors,22,15,Front-end Developer,99.0,35.0,167500.0
Brazil,Bachelors,17,13,Data Scientist or ML Engr.,499.0,25.0,46728.0
United States of America,Post-grad,36,17,Data Scientist or ML Engr.,499.0,45.0,150000.0
Other,Bachelors,5,2,Front-end Developer,99.0,18.0,25933.0
Other,Bachelors,7,4,Full-stack Developer,99.0,25.0,18000.0
Germany,No bachelors,7,7,SRE or Devops,4999.0,25.0,118908.0
Other,No bachelors,15,12,Full-stack Developer,499.0,35.0,42000.0
Germany,Bachelors,17,9,Front-end Developer,499.0,25.0,38916.0
India,Bachelors,4,3,Front-end Developer,4999.0,25.0,9075.0
Brazil,Post-grad,10,5,Full-stack Developer,499.0,35.0,15396.0
Spain,No bachelors,26,10,Full-stack Developer,99.0,35.0,43239.0
Other,No bachelors,20,15,Full-stack Developer,19.0,35.0,36324.0
Other,No bachelors,6,4,Full-stack Developer,4999.0,25.0,47988.0
Other,Bachelors,6,3,Front-end Developer,99.0,25.0,15888.0
United States of America,No bachelors,7,2,Front-end Developer,9999.0,25.0,103000.0
United States of America,No bachelors,20,12,Front-end Developer,4999.0,35.0,220000.0
United States of America,No bachelors,36,30,Full-stack Developer,499.0,45.0,280000.0
Other,No bachelors,5,5,Full-stack Developer,19.0,35.0,35028.0
Ukraine,No bachelors,15,10,Front-end Developer,99.0,25.0,60000.0
United States of America,Post-grad,20,15,Front-end Developer,19.0,35.0,125000.0
United States of America,No bachelors,37,23,Other,499.0,45.0,137000.0
United States of America,No bachelors,16,14,Front-end Developer,499.0,35.0,100000.0
Canada,No bachelors,16,15,Front-end Developer,499.0,35.0,68824.0
United States of America,Bachelors,11,7,Front-end Developer,499.0,35.0,138000.0
Other,Bachelors,10,7,Front-end Developer,4999.0,25.0,51708.0
Canada,Bachelors,20,15,Full-stack Developer,4999.0,35.0,94539.0
Israel,Bachelors,20,16,Front-end Developer,9999.0,25.0,227640.0
Other,No bachelors,16,12,Full-stack Developer,499.0,35.0,17652.0
Other,No bachelors,4,4,Front-end Developer,99.0,18.0,47040.0
India,Bachelors,11,10,Front-end Developer,499.0,35.0,33508.0
Other,Bachelors,12,3,Full-stack Developer,499.0,25.0,41592.0
Other,No bachelors,24,16,Front-end Developer,499.0,45.0,66084.0
United States of America,No bachelors,6,1,Front-end Developer,499.0,18.0,110000.0
United States of America,No bachelors,35,15,Other,499.0,45.0,120000.0
Other,Bachelors,12,8,Front-end Developer,19.0,18.0,62040.0
Canada,Bachelors,33,30,Full-stack Developer,499.0,55.0,491603.0
Switzerland,Bachelors,7,3,Front-end Developer,499.0,25.0,853848.0
Germany,No bachelors,5,2,Full-stack Developer,499.0,25.0,45401.0
United States of America,Bachelors,6,6,Front-end Developer,499.0,25.0,150000.0
United States of America,Post-grad,15,5,Academic Researcher,9999.0,25.0,60000.0
United States of America,Bachelors,20,20,Front-end Developer,499.0,35.0,105000.0
Italy,Bachelors,36,22,Data Scientist or ML Engr.,499.0,35.0,648588.0
United States of America,Bachelors,18,10,Full-stack Developer,499.0,25.0,165000.0
Israel,No bachelors,5,1,Full-stack Developer,499.0,18.0,84048.0
Other,No bachelors,7,6,Full-stack Developer,4999.0,25.0,44203.0
Poland,No bachelors,20,11,Front-end Developer,499.0,35.0,42000.0
Brazil,Bachelors,5,2,Front-end Developer,499.0,25.0,12372.0
United States of America,No bachelors,28,20,Full-stack Developer,499.0,35.0,115000.0
United States of America,Bachelors,7,2,Front-end Developer,499.0,25.0,70000.0
Brazil,No bachelors,40,30,Data Scientist or ML Engr.,9999.0,45.0,10992.0
Sweden,No bachelors,9,8,Front-end Developer,499.0,25.0,72408.0
United States of America,Bachelors,7,2,Front-end Developer,99.0,18.0,82000.0
Other,Bachelors,22,15,Other,499.0,35.0,75669.0
United States of America,Bachelors,20,17,Full-stack Developer,499.0,35.0,130000.0
France,No bachelors,23,19,Full-stack Developer,499.0,35.0,57292.0
Switzerland,No bachelors,4,2,Full-stack Developer,499.0,18.0,66072.0
United States of America,No bachelors,34,23,Front-end Developer,499.0,35.0,115000.0
Germany,No bachelors,20,16,Other,499.0,35.0,99450.0
Germany,No bachelors,13,13,Other,499.0,35.0,45396.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,26,26,Other,4999.0,55.0,68507.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,33,15,Front-end Developer,499.0,35.0,77556.0
Other,Bachelors,6,5,Front-end Developer,499.0,18.0,42144.0
United States of America,No bachelors,6,4,Full-stack Developer,499.0,25.0,54000.0
United States of America,Bachelors,9,1,Other,9999.0,18.0,104000.0
Other,Bachelors,10,8,Full-stack Developer,19.0,25.0,48000.0
India,No bachelors,12,8,Other,99.0,25.0,251311.0
France,No bachelors,12,5,Front-end Developer,9999.0,35.0,81074.0
Italy,No bachelors,13,3,Front-end Developer,499.0,25.0,16860.0
United States of America,No bachelors,12,8,Front-end Developer,4999.0,25.0,240000.0
Other,Bachelors,6,2,Full-stack Developer,499.0,25.0,34428.0
Other,Bachelors,19,12,Full-stack Developer,499.0,35.0,95520.0
Germany,No bachelors,22,11,Front-end Developer,499.0,35.0,79993.0
Germany,No bachelors,17,13,Front-end Developer,19.0,35.0,81074.0
United States of America,No bachelors,26,25,Front-end Developer,19.0,35.0,140000.0
United States of America,Bachelors,25,21,Full-stack Developer,4999.0,35.0,180000.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,30,10,Full-stack Developer,99.0,45.0,99530.0
Germany,No bachelors,17,8,Front-end Developer,99.0,25.0,70264.0
Other,No bachelors,16,13,Full-stack Developer,99.0,35.0,49728.0
Canada,Bachelors,9,4,Other,499.0,25.0,94539.0
Spain,Bachelors,11,4,Front-end Developer,19.0,18.0,29186.0
Other,Bachelors,10,3,Front-end Developer,99.0,25.0,7524.0
Other,Bachelors,30,11,Front-end Developer,499.0,35.0,67452.0
Other,No bachelors,14,7,Full-stack Developer,499.0,25.0,23639.0
Other,No bachelors,9,3,Full-stack Developer,1.0,25.0,6468.0
Canada,Bachelors,26,21,Full-stack Developer,19.0,35.0,73362.0
Other,Bachelors,5,5,Full-stack Developer,499.0,25.0,54480.0
Other,Bachelors,8,4,Front-end Developer,19.0,45.0,28404.0
United States of America,Bachelors,14,5,Full-stack Developer,4999.0,25.0,100000.0
India,Bachelors,5,2,Front-end Developer,499.0,18.0,13962.0
United States of America,Bachelors,10,5,Full-stack Developer,499.0,25.0,121500.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,14,8,Front-end Developer,99.0,25.0,71093.0
France,No bachelors,16,11,Front-end Developer,499.0,25.0,76166.0
India,Bachelors,12,7,Front-end Developer,499.0,25.0,15358.0
United States of America,Bachelors,7,3,Front-end Developer,499.0,25.0,245000.0
United States of America,Bachelors,19,9,Front-end Developer,99.0,25.0,140000.0
United States of America,No bachelors,15,6,Other,499.0,25.0,45000.0
Poland,No bachelors,4,2,Front-end Developer,4999.0,18.0,18228.0
United States of America,Bachelors,16,10,Full-stack Developer,499.0,25.0,93000.0
Spain,No bachelors,6,6,Front-end Developer,499.0,25.0,14568.0
United States of America,No bachelors,40,31,Front-end Developer,99.0,45.0,160000.0
Brazil,Bachelors,8,7,Full-stack Developer,99.0,25.0,32988.0
Brazil,No bachelors,24,20,Other,9999.0,35.0,50395.0
France,No bachelors,35,29,Other,9999.0,45.0,97288.0
Australia,Bachelors,12,9,Front-end Developer,499.0,25.0,74827.0
Other,No bachelors,3,2,Front-end Developer,9999.0,18.0,16164.0
Other,Bachelors,10,7,Front-end Developer,99.0,35.0,36252.0
United States of America,No bachelors,7,3,Front-end Developer,19.0,25.0,62500.0
United States of America,Post-grad,10,6,Other,499.0,45.0,150000.0
Other,No bachelors,4,2,Front-end Developer,499.0,25.0,23388.0
Other,Bachelors,15,10,Front-end Developer,4999.0,35.0,73473.0
Canada,No bachelors,23,17,Front-end Developer,99.0,35.0,124792.0
Other,No bachelors,35,20,Front-end Developer,499.0,35.0,70000.0
Poland,No bachelors,25,10,Full-stack Developer,9999.0,35.0,51636.0
Other,No bachelors,5,4,Full-stack Developer,499.0,25.0,21192.0
Brazil,Bachelors,5,3,Full-stack Developer,499.0,25.0,10992.0
Other,Bachelors,25,20,Front-end Developer,19.0,45.0,67332.0
United States of America,Bachelors,35,35,Front-end Developer,4999.0,55.0,125000.0
United States of America,Bachelors,6,2,Full-stack Developer,499.0,18.0,57000.0
Other,No bachelors,6,0,Full-stack Developer,499.0,18.0,7800.0
United States of America,No bachelors,10,5,Front-end Developer,499.0,25.0,1260000.0
Canada,Bachelors,12,10,Front-end Developer,499.0,25.0,61261.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,16,6,Other,19.0,25.0,193889.0
Other,No bachelors,15,11,Academic Researcher,4999.0,45.0,18850.0
Ukraine,No bachelors,15,10,Front-end Developer,499.0,35.0,48936.0
Other,Bachelors,11,6,Other,499.0,25.0,336000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,41,30,Full-stack Developer,499.0,45.0,80787.0
Brazil,Bachelors,26,17,Front-end Developer,4999.0,35.0,97583.0
Other,No bachelors,31,23,Front-end Developer,99.0,45.0,91883.0
United States of America,No bachelors,12,6,Front-end Developer,499.0,25.0,115000.0
Other,No bachelors,33,33,Front-end Developer,499.0,45.0,10344.0
United States of America,Bachelors,2,1,Full-stack Developer,499.0,25.0,60000.0
Other,No bachelors,5,3,Engineering Manager,499.0,25.0,5208.0
Other,Bachelors,7,3,Full-stack Developer,499.0,18.0,16015.0
Other,No bachelors,15,5,Front-end Developer,99.0,25.0,33780.0
United States of America,No bachelors,7,2,Full-stack Developer,4999.0,18.0,95000.0
United States of America,No bachelors,43,43,Front-end Developer,9999.0,55.0,172000.0
United States of America,No bachelors,3,0,Front-end Developer,499.0,25.0,127000.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,13,9,Front-end Developer,99.0,25.0,77556.0
Russian Federation,Bachelors,8,3,Front-end Developer,4999.0,18.0,27372.0
Other,No bachelors,11,9,Front-end Developer,499.0,35.0,13620.0
Sweden,No bachelors,3,3,Full-stack Developer,499.0,35.0,61366.0
Italy,No bachelors,35,30,Front-end Developer,499.0,45.0,37834.0
Canada,Bachelors,15,10,Full-stack Developer,499.0,35.0,102102.0
Netherlands,Bachelors,12,7,Front-end Developer,499.0,25.0,48644.0
Germany,No bachelors,20,4,Full-stack Developer,499.0,25.0,51888.0
Canada,Bachelors,15,15,Full-stack Developer,499.0,45.0,45379.0
United States of America,No bachelors,7,7,Other,499.0,25.0,249376.0
Germany,No bachelors,5,4,Front-end Developer,499.0,25.0,1297176.0
Other,No bachelors,25,17,Full-stack Developer,4999.0,35.0,94992.0
Canada,Bachelors,7,5,Full-stack Developer,99.0,25.0,71850.0
Brazil,Bachelors,13,10,Front-end Developer,4999.0,25.0,22260.0
United States of America,No bachelors,35,27,Front-end Developer,499.0,35.0,350000.0
Ukraine,No bachelors,25,18,Other,99.0,35.0,100000.0
Other,Bachelors,6,2,Front-end Developer,4999.0,25.0,36324.0
United States of America,Post-grad,60,45,Front-end Developer,499.0,65.0,265000.0
Canada,Bachelors,21,15,Other,499.0,35.0,102102.0
United States of America,No bachelors,12,8,Front-end Developer,4999.0,35.0,96000.0
Other,Bachelors,9,2,Front-end Developer,99.0,18.0,14400.0
United States of America,Bachelors,8,5,Full-stack Developer,499.0,25.0,100000.0
United States of America,Bachelors,4,0,Front-end Developer,499.0,25.0,50000.0
Ukraine,Bachelors,10,8,Front-end Developer,9999.0,35.0,53832.0
Sweden,Bachelors,38,30,Full-stack Developer,499.0,45.0,73644.0
United States of America,Bachelors,17,6,Full-stack Developer,4999.0,25.0,225000.0
United States of America,Bachelors,27,27,Front-end Developer,499.0,45.0,310000.0
United States of America,Bachelors,12,7,Front-end Developer,499.0,25.0,92500.0
United States of America,No bachelors,16,7,Front-end Developer,499.0,35.0,130000.0
United States of America,Bachelors,13,4,Other,499.0,25.0,165000.0
India,No bachelors,10,6,Front-end Developer,9999.0,25.0,636660.0
Netherlands,No bachelors,15,11,Full-stack Developer,499.0,25.0,74588.0
Spain,No bachelors,6,5,Full-stack Developer,19.0,35.0,38916.0
Netherlands,Bachelors,15,6,Full-stack Developer,99.0,25.0,70044.0
United States of America,No bachelors,20,8,Front-end Developer,499.0,25.0,200000.0
United States of America,Bachelors,15,11,Front-end Developer,499.0,25.0,255000.0
United States of America,Bachelors,10,8,Full-stack Developer,499.0,25.0,105000.0
United States of America,Bachelors,25,13,Front-end Developer,99.0,35.0,275000.0
United States of America,No bachelors,42,34,Front-end Developer,499.0,55.0,120000.0
Spain,No bachelors,16,10,Front-end Developer,499.0,25.0,54481.0
Other,Bachelors,10,3,Full-stack Developer,19.0,18.0,42000.0
Other,No bachelors,2,1,Data Scientist or ML Engr.,499.0,25.0,8712.0
Germany,No bachelors,9,6,Front-end Developer,499.0,25.0,58368.0
United States of America,Bachelors,37,21,Front-end Developer,19.0,45.0,80000.0
United States of America,No bachelors,38,35,Front-end Developer,499.0,55.0,150000.0
Other,Bachelors,5,3,Front-end Developer,499.0,25.0,13718.0
United States of America,Bachelors,9,4,Front-end Developer,99.0,25.0,105000.0
Other,Bachelors,2,1,Full-stack Developer,4999.0,25.0,570756.0
India,Bachelors,6,4,Front-end Developer,499.0,25.0,25128.0
Italy,No bachelors,33,28,Other,499.0,45.0,108098.0
Other,No bachelors,30,20,Full-stack Developer,99.0,45.0,34836.0
Other,No bachelors,13,7,Front-end Developer,19.0,25.0,28536.0
United States of America,Bachelors,13,11,Front-end Developer,99.0,25.0,125000.0
France,Bachelors,10,8,Front-end Developer,499.0,25.0,59454.0
Italy,Bachelors,15,12,Front-end Developer,499.0,35.0,43239.0
Other,Bachelors,6,4,Front-end Developer,19.0,18.0,36750.0
Other,No bachelors,28,23,Full-stack Developer,499.0,45.0,38784.0
United States of America,Bachelors,25,15,Other,99.0,35.0,145000.0
Canada,Bachelors,15,14,Front-end Developer,499.0,35.0,56723.0
Russian Federation,Bachelors,14,6,Front-end Developer,499.0,25.0,75492.0
Other,Bachelors,13,8,Front-end Developer,99.0,35.0,29088.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,6,Front-end Developer,99.0,25.0,64630.0
Other,Bachelors,30,25,Other,4999.0,45.0,116772.0
Other,Bachelors,17,9,Front-end Developer,499.0,25.0,27000.0
Other,Bachelors,10,5,Full-stack Developer,499.0,25.0,18444.0
Other,Bachelors,8,3,Front-end Developer,499.0,25.0,12000.0
Other,Bachelors,9,7,Full-stack Developer,19.0,25.0,38784.0
United States of America,No bachelors,9,4,Full-stack Developer,99.0,25.0,59500.0
Other,No bachelors,12,3,Academic Researcher,99.0,25.0,20784.0
United States of America,Bachelors,14,10,Full-stack Developer,499.0,25.0,90000.0
Germany,Bachelors,20,16,Full-stack Developer,499.0,35.0,129718.0
United States of America,Bachelors,15,8,Front-end Developer,499.0,25.0,97000.0
Other,Bachelors,30,22,Front-end Developer,4999.0,35.0,27768.0
Israel,Bachelors,5,3,Other,499.0,25.0,71796.0
United States of America,Bachelors,7,2,Full-stack Developer,499.0,25.0,80000.0
United States of America,Bachelors,12,6,Front-end Developer,499.0,25.0,135000.0
Spain,No bachelors,5,12,Front-end Developer,499.0,18.0,34591.0
Spain,Bachelors,15,11,Front-end Developer,99.0,25.0,38915.0
United States of America,No bachelors,30,30,Data Scientist or ML Engr.,499.0,55.0,130000.0
Other,Bachelors,23,23,Full-stack Developer,19.0,35.0,820344.0
Germany,No bachelors,13,4,Other,4999.0,25.0,118908.0
United States of America,No bachelors,30,30,Other,499.0,55.0,2160000.0
Germany,Bachelors,19,5,Front-end Developer,499.0,25.0,59676.0
United States of America,Bachelors,7,6,Front-end Developer,99.0,35.0,95000.0
Ukraine,Bachelors,30,17,Full-stack Developer,499.0,35.0,91020.0
United States of America,Post-grad,16,4,Data Scientist or ML Engr.,499.0,25.0,110000.0
United States of America,Bachelors,46,36,Front-end Developer,499.0,55.0,80000.0
Other,Bachelors,8,5,Front-end Developer,499.0,25.0,144730.0
United States of America,Bachelors,8,2,Front-end Developer,499.0,18.0,95000.0
Other,No bachelors,27,24,Full-stack Developer,499.0,35.0,129718.0
Italy,No bachelors,20,13,Front-end Developer,99.0,35.0,43239.0
United States of America,Bachelors,16,13,Front-end Developer,499.0,35.0,115000.0
Germany,No bachelors,24,15,Full-stack Developer,19.0,35.0,71340.0
Italy,Post-grad,24,20,Front-end Developer,499.0,35.0,48644.0
France,No bachelors,30,15,Full-stack Developer,99.0,35.0,62697.0
United States of America,Bachelors,11,5,Front-end Developer,499.0,25.0,195000.0
Other,Bachelors,7,4,Front-end Developer,499.0,25.0,33624.0
United States of America,Bachelors,28,15,Front-end Developer,499.0,35.0,140000.0
