Country,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Age,ConvertedCompYearly
Germany,No bachelors,30,14,Full-stack Developer,4999.0,35.0,64859.0
United States of America,No bachelors,24,19,Full-stack Developer,499.0,45.0,97400.0
United States of America,No bachelors,20,18,Front-end Developer,499.0,35.0,115000.0
Other,No bachelors,8,4,Front-end Developer,99.0,25.0,20952.0
United States of America,Bachelors,20,15,Data Scientist or ML Engr.,4999.0,35.0,170000.0
Netherlands,Bachelors,6,2,Front-end Developer,499.0,25.0,40860.0
Germany,Post-grad,30,22,Other,499.0,35.0,216196.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,4,Engineering Manager,499.0,45.0,122796.0
Germany,No bachelors,34,22,Front-end Developer,499.0,35.0,54480.0
United States of America,Bachelors,10,5,Front-end Developer,99.0,25.0,86000.0
Other,No bachelors,10,7,Front-end Developer,19.0,25.0,17652.0
Other,Bachelors,11,11,Full-stack Developer,99.0,25.0,70632.0
United States of America,Bachelors,6,1,Full-stack Developer,499.0,25.0,92000.0
India,No bachelors,10,3,Full-stack Developer,19.0,25.0,16754.0
Brazil,Bachelors,18,16,Front-end Developer,99.0,25.0,60000.0
India,No bachelors,16,12,Front-end Developer,499.0,25.0,30716.0
United States of America,Bachelors,25,20,Front-end Developer,499.0,35.0,180000.0
India,Bachelors,7,3,Front-end Developer,4999.0,18.0,27923.0
Other,Bachelors,8,6,Front-end Developer,99.0,25.0,20016.0
Other,Bachelors,11,3,Front-end Developer,499.0,18.0,9696.0
United States of America,Bachelors,41,37,Front-end Developer,499.0,55.0,209000.0
United States of America,Bachelors,35,21,Front-end Developer,499.0,35.0,250000.0
India,Bachelors,2,2,Full-stack Developer,499.0,25.0,4887.0
Other,Bachelors,4,0,Other,499.0,18.0,20000.0
United States of America,Bachelors,11,6,Front-end Developer,499.0,25.0,140000.0
Brazil,No bachelors,5,1,Full-stack Developer,1.0,18.0,4128.0
United States of America,No bachelors,15,7,Front-end Developer,9999.0,25.0,375000.0
United States of America,Bachelors,20,10,Full-stack Developer,499.0,35.0,115000.0
Canada,Bachelors,15,11,Front-end Developer,99.0,25.0,88489.0
Other,Bachelors,13,11,Front-end Developer,99.0,25.0,26736.0
Brazil,Bachelors,6,4,Front-end Developer,19.0,35.0,108.0
Other,Bachelors,25,11,Front-end Developer,99.0,35.0,48660.0
United States of America,Bachelors,10,8,Front-end Developer,1.0,25.0,52000.0
Brazil,Bachelors,6,3,Full-stack Developer,19.0,18.0,14844.0
Turkey,Bachelors,7,3,Other,499.0,25.0,19728.0
Other,Bachelors,10,6,Front-end Developer,19.0,25.0,45156.0
Germany,No bachelors,8,8,Front-end Developer,499.0,18.0,54049.0
India,Bachelors,5,5,Full-stack Developer,499.0,25.0,13962.0
Italy,Bachelors,25,20,Front-end Developer,99.0,45.0,41077.0
Israel,No bachelors,8,5,Front-end Developer,499.0,18.0,122580.0
Brazil,No bachelors,20,19,Full-stack Developer,499.0,35.0,38484.0
United States of America,No bachelors,15,15,Front-end Developer,499.0,35.0,148000.0
Other,Bachelors,10,5,Front-end Developer,99.0,25.0,34428.0
Other,Bachelors,7,4,Front-end Developer,4999.0,18.0,19759.0
India,Bachelors,8,3,Front-end Developer,4999.0,18.0,20384.0
Brazil,Bachelors,13,10,Front-end Developer,99.0,25.0,27492.0
Other,No bachelors,12,8,Front-end Developer,499.0,25.0,28596.0
Other,No bachelors,26,22,Front-end Developer,499.0,35.0,51888.0
Other,No bachelors,20,10,Front-end Developer,499.0,35.0,52548.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,3,Front-end Developer,499.0,25.0,82080.0
Brazil,No bachelors,22,22,Other,499.0,35.0,13740.0
Other,No bachelors,12,8,Front-end Developer,499.0,35.0,103776.0
Other,No bachelors,18,11,Full-stack Developer,499.0,25.0,40400.0
Other,Bachelors,7,1,Front-end Developer,4999.0,18.0,10800.0
Netherlands,Bachelors,16,7,Front-end Developer,99.0,25.0,41508.0
India,Bachelors,11,6,Front-end Developer,499.0,25.0,44678.0
Germany,No bachelors,16,10,Full-stack Developer,9999.0,35.0,162147.0
Brazil,No bachelors,12,13,Full-stack Developer,499.0,35.0,38484.0
Other,No bachelors,11,9,Front-end Developer,19.0,25.0,10344.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,1,Front-end Developer,499.0,18.0,16157.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,3,2,Front-end Developer,499.0,18.0,581664.0
Italy,No bachelors,12,7,Front-end Developer,99.0,25.0,32429.0
Brazil,Bachelors,10,4,Front-end Developer,499.0,25.0,41232.0
Canada,No bachelors,7,4,Front-end Developer,499.0,25.0,98321.0
Other,Bachelors,5,1,Front-end Developer,499.0,25.0,15134.0
United States of America,Bachelors,14,8,Full-stack Developer,499.0,25.0,135000.0
United States of America,No bachelors,8,36,Front-end Developer,499.0,55.0,235000.0
Brazil,Bachelors,15,3,Front-end Developer,499.0,18.0,16488.0
Brazil,Bachelors,20,18,Front-end Developer,99.0,35.0,13740.0
Italy,Bachelors,15,5,Other,499.0,25.0,45401.0
Brazil,No bachelors,18,15,Full-stack Developer,4999.0,35.0,28860.0
United States of America,Bachelors,12,7,Other,499.0,35.0,185000.0
Germany,Bachelors,13,2,Front-end Developer,499.0,25.0,41077.0
United States of America,Bachelors,18,12,Full-stack Developer,99.0,45.0,160000.0
India,Bachelors,15,10,Front-end Developer,99.0,25.0,30000.0
United States of America,Bachelors,9,6,Front-end Developer,19.0,25.0,1080000.0
United States of America,Bachelors,32,13,Front-end Developer,4999.0,35.0,400000.0
India,Bachelors,2,7,Front-end Developer,499.0,25.0,27227.0
United States of America,Bachelors,16,11,Front-end Developer,99.0,25.0,82000.0
Other,Bachelors,21,17,Front-end Developer,499.0,35.0,25872.0
United States of America,No bachelors,11,5,Front-end Developer,499.0,25.0,162000.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,2,Other,499.0,25.0,550644.0
United States of America,Bachelors,6,2,Front-end Developer,99.0,18.0,75000.0
United States of America,Bachelors,5,3,Full-stack Developer,499.0,25.0,135000.0
Other,Bachelors,18,13,Front-end Developer,19.0,35.0,47184.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,38,37,Full-stack Developer,99.0,55.0,77556.0
United States of America,No bachelors,8,5,Full-stack Developer,499.0,25.0,110000.0
United States of America,Bachelors,18,10,Full-stack Developer,499.0,25.0,75000.0
Canada,Bachelors,25,13,Full-stack Developer,99.0,35.0,47648.0
Other,Bachelors,31,28,Front-end Developer,499.0,45.0,112080.0
United States of America,Bachelors,19,13,Front-end Developer,99.0,35.0,200000.0
Other,Bachelors,2,0,Full-stack Developer,499.0,25.0,31128.0
United States of America,No bachelors,9,5,Front-end Developer,99.0,35.0,96000.0
Other,No bachelors,12,6,Other,99.0,25.0,11532.0
United States of America,Bachelors,25,5,Full-stack Developer,499.0,35.0,98000.0
United States of America,Bachelors,14,10,Front-end Developer,4999.0,25.0,120000.0
Brazil,Bachelors,6,6,Front-end Developer,499.0,18.0,17868.0
Other,No bachelors,15,5,SRE or Devops,19.0,25.0,11676.0
Spain,No bachelors,15,5,Academic Researcher,9999.0,25.0,23352.0
Other,Bachelors,7,5,Front-end Developer,499.0,35.0,66305.0
United States of America,Bachelors,18,16,Front-end Developer,499.0,45.0,140000.0
Poland,No bachelors,31,14,SRE or Devops,4999.0,35.0,91128.0
Russian Federation,No bachelors,5,4,Front-end Developer,99.0,25.0,21708.0
Other,Bachelors,4,2,Front-end Developer,19.0,25.0,3156.0
United States of America,Bachelors,7,6,Front-end Developer,499.0,25.0,125000.0
Other,No bachelors,32,27,Front-end Developer,499.0,45.0,4428.0
United States of America,Bachelors,9,4,Full-stack Developer,499.0,18.0,4000000.0
India,Bachelors,10,6,Front-end Developer,499.0,25.0,16752.0
Other,Bachelors,16,10,Other,499.0,25.0,67200.0
United States of America,Bachelors,25,16,Front-end Developer,499.0,35.0,90000.0
Other,No bachelors,8,5,Full-stack Developer,499.0,25.0,10548.0
United States of America,No bachelors,8,2,Front-end Developer,499.0,18.0,40000.0
Netherlands,No bachelors,14,9,Front-end Developer,19.0,25.0,972888.0
India,Bachelors,11,6,Other,4999.0,25.0,34904.0
United States of America,Bachelors,6,4,Data Scientist or ML Engr.,499.0,25.0,275000.0
United States of America,No bachelors,11,3,Front-end Developer,4999.0,25.0,150000.0
Other,No bachelors,22,22,Front-end Developer,99.0,45.0,21408.0
United States of America,Bachelors,14,10,Front-end Developer,9999.0,25.0,105000.0
Switzerland,No bachelors,26,14,Other,4999.0,35.0,172803.0
Other,No bachelors,15,9,Front-end Developer,99.0,25.0,75669.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,10,Front-end Developer,1.0,35.0,64630.0
Germany,No bachelors,15,10,Full-stack Developer,19.0,25.0,51887.0
Canada,Bachelors,13,10,Full-stack Developer,499.0,25.0,75631.0
United States of America,No bachelors,22,18,Full-stack Developer,499.0,35.0,85000.0
Other,No bachelors,4,3,Other,99.0,25.0,7260.0
United States of America,No bachelors,10,8,Full-stack Developer,499.0,25.0,200000.0
France,No bachelors,10,5,Front-end Developer,99.0,25.0,37620.0
Other,No bachelors,7,5,Front-end Developer,499.0,25.0,12924.0
Canada,No bachelors,5,1,Other,499.0,25.0,30250.0
Canada,No bachelors,4,1,Other,499.0,18.0,43110.0
Other,Bachelors,17,16,Full-stack Developer,99.0,35.0,59454.0
Germany,No bachelors,20,8,Other,499.0,35.0,75669.0
Other,Bachelors,21,18,Full-stack Developer,99.0,35.0,59676.0
United States of America,Bachelors,12,8,Front-end Developer,4999.0,25.0,130000.0
United States of America,No bachelors,40,23,Full-stack Developer,499.0,45.0,105000.0
India,No bachelors,5,2,Front-end Developer,19.0,18.0,3684.0
Other,No bachelors,1,0,Front-end Developer,99.0,18.0,15180.0
United States of America,No bachelors,35,24,Front-end Developer,99.0,45.0,90000.0
Other,Bachelors,21,10,Front-end Developer,499.0,35.0,15564.0
United States of America,Bachelors,36,33,Full-stack Developer,19.0,55.0,146000.0
United States of America,Bachelors,42,35,Front-end Developer,99.0,55.0,350000.0
United States of America,No bachelors,30,20,Engineering Manager,499.0,35.0,210000.0
United States of America,Bachelors,4,2,Full-stack Developer,499.0,25.0,90000.0
Other,No bachelors,5,4,Front-end Developer,99.0,25.0,35028.0
Other,Bachelors,25,20,Front-end Developer,9999.0,35.0,54049.0
Germany,No bachelors,8,2,Front-end Developer,99.0,25.0,58373.0
Spain,No bachelors,25,22,Front-end Developer,4999.0,45.0,41077.0
Brazil,Bachelors,8,4,Front-end Developer,19.0,18.0,13740.0
Israel,No bachelors,16,14,Front-end Developer,99.0,35.0,80556.0
India,Bachelors,11,9,Front-end Developer,499.0,35.0,20000000.0
Canada,No bachelors,38,22,Other,499.0,45.0,98321.0
United States of America,Bachelors,15,12,Front-end Developer,99.0,25.0,142000.0
Other,No bachelors,30,22,Front-end Developer,19.0,45.0,75240.0
France,No bachelors,24,16,Front-end Developer,19.0,35.0,108098.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,20,3,Data Scientist or ML Engr.,499.0,25.0,54289.0
Germany,Bachelors,23,7,Full-stack Developer,99.0,35.0,48288.0
United States of America,Bachelors,25,25,Full-stack Developer,4999.0,35.0,222000.0
Brazil,Bachelors,11,7,Full-stack Developer,4999.0,25.0,35736.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,21,14,Full-stack Developer,499.0,35.0,77556.0
India,No bachelors,15,12,Data Scientist or ML Engr.,499.0,35.0,418848.0
United States of America,No bachelors,19,10,Other,99.0,25.0,115500.0
Other,Bachelors,15,5,Front-end Developer,99.0,25.0,38484.0
Other,No bachelors,10,4,Engineering Manager,499.0,25.0,57156.0
Brazil,No bachelors,13,7,Full-stack Developer,499.0,25.0,16488.0
Brazil,Bachelors,30,10,Other,99.0,45.0,16493.0
India,No bachelors,18,15,Front-end Developer,499.0,35.0,16754.0
Sweden,Bachelors,18,14,Front-end Developer,499.0,35.0,72408.0
Other,No bachelors,8,6,Front-end Developer,499.0,25.0,31140.0
United States of America,Bachelors,7,4,Front-end Developer,499.0,25.0,70000.0
United States of America,Bachelors,7,5,Front-end Developer,499.0,35.0,125000.0
United States of America,Bachelors,31,15,Front-end Developer,99.0,35.0,225000.0
United States of America,Bachelors,18,8,Front-end Developer,499.0,25.0,235000.0
Other,No bachelors,9,4,Full-stack Developer,4999.0,25.0,79843.0
Sweden,Bachelors,7,5,Front-end Developer,99.0,25.0,46945.0
United States of America,Bachelors,20,15,Front-end Developer,499.0,35.0,84000.0
United States of America,No bachelors,15,10,Full-stack Developer,4999.0,45.0,130000.0
United States of America,Bachelors,42,38,Front-end Developer,499.0,65.0,170000.0
Other,No bachelors,15,15,Front-end Developer,499.0,35.0,24132.0
France,Post-grad,32,28,Academic Researcher,99.0,35.0,216196.0
Other,No bachelors,7,3,Full-stack Developer,499.0,18.0,5064.0
India,Bachelors,10,4,Front-end Developer,4999.0,25.0,20943.0
Other,No bachelors,14,10,Front-end Developer,499.0,25.0,93932.0
Canada,Bachelors,2,0,Full-stack Developer,499.0,18.0,45379.0
United States of America,Bachelors,10,5,Other,499.0,25.0,127000.0
United States of America,Bachelors,8,2,Front-end Developer,499.0,18.0,194526.0
United States of America,Bachelors,12,6,Front-end Developer,499.0,25.0,120000.0
Brazil,No bachelors,22,20,Front-end Developer,99.0,35.0,16224.0
Netherlands,No bachelors,9,6,Front-end Developer,499.0,25.0,64859.0
United States of America,Bachelors,35,21,Data Scientist or ML Engr.,99.0,45.0,95000.0
Other,Bachelors,6,3,Full-stack Developer,499.0,25.0,38916.0
Spain,No bachelors,14,7,Engineering Manager,499.0,25.0,46482.0
Other,No bachelors,16,5,Front-end Developer,499.0,25.0,59454.0
United States of America,Bachelors,16,12,Full-stack Developer,99.0,25.0,99500.0
Brazil,No bachelors,6,2,Front-end Developer,19.0,25.0,5496.0
United States of America,No bachelors,23,22,Other,4999.0,35.0,155000.0
Other,No bachelors,8,6,Front-end Developer,499.0,25.0,15960.0
Other,No bachelors,10,3,Front-end Developer,4999.0,25.0,27096.0
Canada,Bachelors,10,4,Front-end Developer,499.0,25.0,102102.0
France,Bachelors,7,3,Front-end Developer,19.0,25.0,9996.0
Other,No bachelors,16,5,Front-end Developer,99.0,25.0,50760.0
United States of America,No bachelors,3,3,Front-end Developer,99.0,18.0,95000.0
United States of America,Bachelors,31,19,Front-end Developer,499.0,35.0,200000.0
Other,No bachelors,35,25,Full-stack Developer,499.0,45.0,59454.0
Turkey,No bachelors,5,3,Full-stack Developer,499.0,25.0,7884.0
Germany,No bachelors,3,2,Full-stack Developer,499.0,25.0,67021.0
United States of America,Bachelors,3,3,Full-stack Developer,499.0,45.0,63000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,14,11,Front-end Developer,499.0,25.0,1008228.0
Other,No bachelors,6,5,Front-end Developer,99.0,25.0,32568.0
Other,No bachelors,21,14,Front-end Developer,19.0,25.0,19668.0
Brazil,No bachelors,15,5,Other,499.0,25.0,26388.0
United States of America,Bachelors,13,11,Front-end Developer,4999.0,25.0,2160000.0
Sweden,Bachelors,15,10,Front-end Developer,9999.0,45.0,42960.0
United States of America,No bachelors,8,4,Front-end Developer,499.0,25.0,90000.0
United States of America,No bachelors,9,8,Full-stack Developer,499.0,25.0,150000.0
United States of America,No bachelors,21,17,Full-stack Developer,19.0,35.0,129000.0
United States of America,No bachelors,35,21,SRE or Devops,499.0,35.0,500000.0
United States of America,Bachelors,18,8,Front-end Developer,499.0,25.0,150000.0
United States of America,Bachelors,9,5,Front-end Developer,19.0,25.0,75000.0
Turkey,Bachelors,11,6,Front-end Developer,99.0,25.0,23664.0
Other,Bachelors,11,5,Front-end Developer,99.0,25.0,11304.0
Other,No bachelors,8,3,Full-stack Developer,19.0,18.0,7344.0
Turkey,No bachelors,10,5,Front-end Developer,99.0,35.0,19728.0
Other,Bachelors,13,9,Other,499.0,25.0,10344.0
United States of America,Bachelors,13,11,Front-end Developer,499.0,35.0,190000.0
Other,Bachelors,8,3,Front-end Developer,99.0,18.0,20000.0
Other,No bachelors,21,13,Full-stack Developer,99.0,35.0,77832.0
Canada,Bachelors,40,30,Other,499.0,55.0,68068.0
United States of America,Bachelors,43,38,Front-end Developer,99.0,55.0,130000.0
United States of America,No bachelors,6,3,Full-stack Developer,19.0,18.0,61200.0
Canada,No bachelors,20,30,Front-end Developer,499.0,45.0,45379.0
Canada,No bachelors,5,3,Front-end Developer,19.0,25.0,61261.0
Other,Bachelors,4,5,Front-end Developer,499.0,25.0,15564.0
Other,No bachelors,31,7,Other,99.0,35.0,4323900.0
India,Bachelors,9,1,Front-end Developer,499.0,18.0,1872.0
Other,No bachelors,12,9,Front-end Developer,499.0,35.0,30000.0
India,Bachelors,11,7,Front-end Developer,4999.0,25.0,69809.0
Other,No bachelors,20,14,Full-stack Developer,99.0,25.0,92064.0
Brazil,No bachelors,5,4,Front-end Developer,4999.0,25.0,35736.0
Canada,Bachelors,30,15,Full-stack Developer,99.0,45.0,92270.0
United States of America,Bachelors,23,18,Front-end Developer,99.0,35.0,262500.0
Other,Bachelors,7,3,Full-stack Developer,499.0,25.0,9480.0
India,Bachelors,11,5,Full-stack Developer,99.0,25.0,10471.0
Ukraine,No bachelors,25,10,Full-stack Developer,499.0,35.0,31128.0
Poland,No bachelors,6,3,Front-end Developer,499.0,35.0,45564.0
Russian Federation,No bachelors,13,3,Front-end Developer,4999.0,18.0,54168.0
United States of America,Bachelors,30,25,Front-end Developer,499.0,45.0,250000.0
India,No bachelors,9,6,Front-end Developer,4999.0,25.0,16754.0
United States of America,Bachelors,18,12,Front-end Developer,499.0,35.0,103000.0
Other,Bachelors,11,7,Full-stack Developer,4999.0,25.0,27096.0
Brazil,Bachelors,6,2,Front-end Developer,499.0,18.0,16493.0
India,No bachelors,6,3,Full-stack Developer,1.0,18.0,2016.0
Brazil,Bachelors,18,18,Front-end Developer,4999.0,25.0,343603.0
Sweden,No bachelors,15,10,Front-end Developer,99.0,25.0,76092.0
Brazil,No bachelors,20,10,Front-end Developer,499.0,35.0,91883.0
United States of America,Post-grad,15,10,Front-end Developer,499.0,25.0,305000.0
India,Bachelors,8,4,Full-stack Developer,499.0,25.0,15358.0
Other,Bachelors,7,2,Front-end Developer,499.0,18.0,15252.0
United States of America,No bachelors,40,20,Front-end Developer,19.0,35.0,52500.0
Other,Bachelors,10,4,Front-end Developer,499.0,25.0,19068.0
Other,Post-grad,22,17,Front-end Developer,499.0,35.0,34614.0
Canada,Bachelors,4,2,Front-end Developer,499.0,18.0,65043.0
United States of America,No bachelors,12,3,Data Scientist or ML Engr.,499.0,18.0,124000.0
United States of America,No bachelors,34,26,Full-stack Developer,499.0,55.0,172000.0
Other,No bachelors,9,3,Front-end Developer,4999.0,25.0,56211.0
United States of America,Bachelors,6,3,Full-stack Developer,19.0,25.0,110000.0
Canada,Bachelors,25,14,Front-end Developer,4999.0,35.0,98321.0
Turkey,Bachelors,10,5,Front-end Developer,19.0,18.0,11832.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,10,Front-end Developer,4999.0,25.0,64630.0
Canada,No bachelors,20,10,Front-end Developer,499.0,25.0,83194.0
United States of America,Bachelors,10,6,Front-end Developer,99.0,25.0,150000.0
Other,Bachelors,3,3,Front-end Developer,99.0,25.0,19332.0
Other,Bachelors,3,0,Other,499.0,18.0,10344.0
United States of America,Bachelors,24,12,Full-stack Developer,4999.0,35.0,110000.0
United States of America,No bachelors,8,8,Other,499.0,25.0,120000.0
United States of America,No bachelors,39,28,Full-stack Developer,99.0,45.0,174000.0
Canada,No bachelors,6,4,Full-stack Developer,99.0,25.0,64287.0
Brazil,No bachelors,4,1,Full-stack Developer,499.0,18.0,3852.0
United States of America,No bachelors,5,4,Front-end Developer,499.0,25.0,180000.0
United States of America,No bachelors,10,8,Full-stack Developer,499.0,25.0,118000.0
India,No bachelors,7,5,Full-stack Developer,499.0,25.0,16752.0
United States of America,Bachelors,8,4,Full-stack Developer,4999.0,25.0,143500.0
Other,No bachelors,40,30,Front-end Developer,499.0,45.0,89446.0
Germany,No bachelors,30,20,Full-stack Developer,19.0,35.0,54049.0
Other,No bachelors,10,7,Front-end Developer,99.0,25.0,15324.0
Other,Bachelors,9,7,Front-end Developer,499.0,25.0,60535.0
Other,No bachelors,6,5,Front-end Developer,499.0,18.0,26400.0
United States of America,No bachelors,25,25,Front-end Developer,499.0,45.0,123000.0
Other,Bachelors,18,14,Front-end Developer,9999.0,25.0,68102.0
Other,No bachelors,6,4,Front-end Developer,499.0,25.0,28344.0
Other,No bachelors,5,3,Front-end Developer,499.0,18.0,16800.0
Other,Bachelors,4,2,Front-end Developer,19.0,18.0,7200.0
United States of America,No bachelors,3,2,Full-stack Developer,499.0,25.0,105000.0
United States of America,Bachelors,8,7,Full-stack Developer,99.0,25.0,115000.0
United States of America,No bachelors,8,6,Full-stack Developer,499.0,18.0,46000.0
Netherlands,Bachelors,28,21,Front-end Developer,499.0,45.0,71340.0
India,No bachelors,10,4,Front-end Developer,99.0,25.0,10896.0
Other,Bachelors,7,4,Front-end Developer,499.0,25.0,36984.0
Other,Bachelors,13,7,Front-end Developer,99.0,25.0,32424.0
Spain,No bachelors,5,3,Full-stack Developer,9999.0,25.0,24863.0
United States of America,No bachelors,10,8,Front-end Developer,499.0,25.0,220000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,3,Front-end Developer,499.0,18.0,36193.0
United States of America,Post-grad,29,22,Data Scientist or ML Engr.,99.0,45.0,120000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,44,38,Front-end Developer,499.0,55.0,84019.0
France,No bachelors,15,7,Front-end Developer,4999.0,25.0,108098.0
Germany,No bachelors,19,14,Front-end Developer,499.0,25.0,38916.0
Spain,No bachelors,12,6,Full-stack Developer,499.0,25.0,51887.0
India,Bachelors,7,3,Front-end Developer,99.0,18.0,107593.0
Italy,No bachelors,24,15,Front-end Developer,19.0,25.0,583728.0
Brazil,Bachelors,10,4,Other,99.0,25.0,15120.0
Brazil,No bachelors,14,14,Front-end Developer,99.0,25.0,27492.0
United States of America,No bachelors,26,9,Front-end Developer,4999.0,25.0,225000.0
Brazil,No bachelors,21,18,Full-stack Developer,499.0,25.0,24756.0
United States of America,No bachelors,38,24,Front-end Developer,499.0,45.0,180000.0
Germany,Bachelors,10,4,Full-stack Developer,499.0,25.0,46482.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,12,6,Front-end Developer,499.0,25.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,17,14,Data Scientist or ML Engr.,499.0,25.0,82080.0
Other,Bachelors,6,4,Front-end Developer,99.0,35.0,71256.0
United States of America,No bachelors,2,2,Front-end Developer,99.0,18.0,19200.0
Netherlands,Bachelors,20,14,Full-stack Developer,499.0,35.0,162147.0
Germany,No bachelors,31,23,Full-stack Developer,99.0,45.0,91883.0
United States of America,No bachelors,26,22,Other,4999.0,55.0,78000.0
United States of America,Bachelors,40,24,Other,4999.0,45.0,225000.0
Turkey,Bachelors,20,15,Front-end Developer,99.0,35.0,65746.0
Other,No bachelors,7,4,Front-end Developer,99.0,25.0,11640.0
United States of America,Bachelors,14,10,Full-stack Developer,499.0,35.0,90000.0
Other,Bachelors,10,4,Front-end Developer,4999.0,25.0,37834.0
United States of America,Bachelors,9,7,Full-stack Developer,19.0,25.0,95000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,7,2,Other,99.0,18.0,39674.0
Brazil,No bachelors,12,6,Full-stack Developer,19.0,25.0,15672.0
United States of America,No bachelors,9,3,Front-end Developer,499.0,25.0,2520000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,40,4,Front-end Developer,499.0,45.0,40975.0
Germany,No bachelors,15,2,Full-stack Developer,4999.0,35.0,59454.0
Ukraine,No bachelors,3,2,Full-stack Developer,499.0,18.0,29364.0
Poland,No bachelors,5,1,Front-end Developer,499.0,25.0,10932.0
Spain,Bachelors,5,3,Front-end Developer,499.0,25.0,39456.0
United States of America,Bachelors,10,8,Full-stack Developer,99.0,25.0,1440000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,25,20,Front-end Developer,99.0,55.0,103408.0
Other,No bachelors,7,2,Front-end Developer,99.0,25.0,7512.0
United States of America,No bachelors,12,10,Other,499.0,35.0,215000.0
Other,Bachelors,10,7,Front-end Developer,19.0,25.0,21540.0
Turkey,No bachelors,15,15,Front-end Developer,4999.0,35.0,78900.0
United States of America,Bachelors,6,3,Full-stack Developer,499.0,25.0,91000.0
Other,Bachelors,8,2,Full-stack Developer,99.0,25.0,45000.0
Sweden,Bachelors,5,5,Front-end Developer,99.0,25.0,255700.0
United States of America,No bachelors,48,43,Other,19.0,55.0,180000.0
United States of America,Bachelors,20,15,Front-end Developer,4999.0,35.0,285000.0
Brazil,No bachelors,10,7,Front-end Developer,499.0,25.0,21996.0
Germany,No bachelors,20,15,Other,499.0,35.0,73507.0
Ukraine,Bachelors,6,6,Front-end Developer,1.0,25.0,48936.0
United States of America,No bachelors,40,38,Front-end Developer,499.0,55.0,230000.0
United States of America,No bachelors,15,9,Full-stack Developer,99.0,25.0,92000.0
United States of America,No bachelors,30,31,Front-end Developer,99.0,55.0,170000.0
United States of America,No bachelors,10,5,Front-end Developer,499.0,25.0,60000.0
United States of America,Bachelors,42,32,Front-end Developer,99.0,55.0,95000.0
Canada,Bachelors,7,5,Full-stack Developer,499.0,25.0,113447.0
United States of America,Post-grad,16,10,Front-end Developer,499.0,25.0,254196.0
United States of America,Bachelors,20,12,Full-stack Developer,499.0,25.0,270000.0
Other,No bachelors,8,3,Front-end Developer,99.0,25.0,10596.0
United States of America,Bachelors,23,18,Full-stack Developer,9999.0,35.0,108000.0
Other,No bachelors,16,14,Front-end Developer,1.0,35.0,58368.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,12,6,Other,499.0,25.0,78848.0
Other,Bachelors,17,14,Full-stack Developer,4999.0,35.0,86316.0
Canada,Post-grad,7,7,Data Scientist or ML Engr.,4999.0,35.0,90758.0
France,No bachelors,23,7,Engineering Manager,499.0,25.0,59454.0
United States of America,No bachelors,20,20,SRE or Devops,499.0,55.0,200000.0
Canada,No bachelors,15,7,Front-end Developer,499.0,35.0,68068.0
Other,No bachelors,18,15,Full-stack Developer,499.0,45.0,62352.0
Canada,Bachelors,26,16,Other,499.0,35.0,102102.0
Other,No bachelors,25,23,Full-stack Developer,99.0,45.0,29196.0
United States of America,No bachelors,30,19,SRE or Devops,499.0,35.0,144000.0
United States of America,Bachelors,6,5,Full-stack Developer,99.0,25.0,85000.0
Ukraine,No bachelors,21,12,Front-end Developer,499.0,35.0,9787.0
Canada,No bachelors,20,18,Engineering Manager,499.0,35.0,121010.0
United States of America,No bachelors,35,20,Front-end Developer,499.0,55.0,225000.0
Brazil,Bachelors,10,5,Other,499.0,25.0,5904.0
India,Bachelors,7,5,Full-stack Developer,99.0,35.0,8376.0
United States of America,Bachelors,6,1,Full-stack Developer,499.0,18.0,24000.0
France,No bachelors,15,10,Front-end Developer,19.0,25.0,73944.0
Germany,No bachelors,14,6,Front-end Developer,499.0,25.0,84316.0
United States of America,Bachelors,16,7,Full-stack Developer,499.0,25.0,124800.0
United States of America,No bachelors,21,19,Front-end Developer,99.0,35.0,105000.0
United States of America,Bachelors,40,36,Full-stack Developer,4999.0,55.0,150000.0
United States of America,Bachelors,8,15,Full-stack Developer,99.0,25.0,120000.0
United States of America,No bachelors,2,0,Full-stack Developer,499.0,25.0,70000.0
United States of America,Bachelors,20,10,Other,499.0,25.0,115000.0
Canada,No bachelors,6,4,Front-end Developer,499.0,35.0,56723.0
United States of America,Post-grad,15,8,Data Scientist or ML Engr.,9999.0,25.0,145000.0
